ticker_h,CIK,EIN,FY,CEO Names,10-K Total Word Count,LTS Total Word Count,LTS Promo Word Count,LTS Preven Word Count,LTS Promo Words Proportion of LTS Total Word Count,LTS Preven Words Proportion of LTS Total Word Count
BWA,908255.0,1-33404508,1999,John F.Fiedler,37482,903,146,48,0.161199531,0.053301219000000004
BWA,908255.0,1-33404508,2000,John F.Fiedler,48039,891,34,45,0.038684733,0.050460523
BWA,908255.0,1-33404508,2001,John F.Fiedler,30265,814,69,24,0.084531373,0.029989135
BWA,908255.0,1-33404508,2002,John F.Fiedler,34303,1062,47,34,0.044185672,0.031789987
BWA,908255.0,1-33404508,2003,John F.Fiedler,46753,1020,77,34,0.075020949,0.033019269
BWA,908255.0,1-33404508,2004,David Brown,37057,982,70,39,0.071465535,0.039764488
BWA,908255.0,1-33404508,2005,David Brown,33685,1262,138,32,0.10936127300000001,0.025695326
BWA,908255.0,1-33404508,2006,Timothy M. Manganello,54585,1678,81,51,0.048368555,0.030488822000000002
BWA,908255.0,1-33404508,2007,Timothy M. Manganello,43323,1078,71,33,0.065570574,0.03024906
BWA,908255.0,1-33404508,2008,Timothy M. Manganello,48971,757,48,13,0.062947162,0.017712756
BWA,908255.0,1-33404508,2009,Timothy M. Manganello,46761,965,105,55,0.10902158099999999,0.056876223
BWA,908255.0,1-33404508,2010,Timothy M. Manganello,52703,984,48,63,0.04897723,0.063781814
BWA,908255.0,1-33404508,2011,Timothy M. Manganello,46926,758,37,44,0.048368555,0.058148375
BWA,908255.0,1-33404508,2012,Timothy M. Manganello,45990,950,37,89,0.038684733,0.09367996699999999
BWA,908255.0,1-33404508,2013,Timothy M. Manganello,32031,1366,43,82,0.031112816,0.059819144000000005
BWA,908255.0,1-33404508,2014,James Verrier,33039,955,40,26,0.042128843,0.027646748
BWA,908255.0,1-33404508,2015,James Verrier,33642,962,132,66,0.136865255,0.068287555
BWA,908255.0,1-33404508,2016,James Verrier,34755,993,74,38,0.074844752,0.038669828999999996
BWA,908255.0,1-33404508,2017,James Verrier,34276,968,105,72,0.10837811900000001,0.074085804
BWA,908255.0,1-33404508,2018,James Verrier,35515,919,60,35,0.06581461,0.03804234
SAM,949870.0,4-3284048,2006,Jim Koch,28057,894,49,39,0.055172245999999994,0.043358074
SAM,949870.0,4-3284048,2007,Jim Koch,38152,1314,47,71,0.03601061,0.054293085
SAM,949870.0,4-3284048,2008,Jim Koch,31274,952,43,68,0.04473372900000001,0.071229058
SAM,949870.0,4-3284048,2009,Jim Koch,54931,1012,138,92,0.136036142,0.090637305
SAM,949870.0,4-3284048,2010,Samuel Adams,39113,1106,133,18,0.12003483,0.016270753
SAM,949870.0,4-3284048,2011,Samuel Adams,37205,1027,199,28,0.193982264,0.027441037999999997
SAM,949870.0,4-3284048,2012,Samuel Adams,25826,955,31,46,0.031999592,0.048541678
SAM,949870.0,4-3284048,2013,Samuel Adams,27153,1095,55,69,0.049776332,0.063282467
SAM,949870.0,4-3284048,2015,Martin F. Roper,26518,1183,76,72,0.064519331,0.060444903
SAM,949870.0,4-3284048,2016,Samuel Adams,27091,877,102,46,0.116652495,0.052167700000000004
SAM,949870.0,4-3284048,2017,JIM KOCH,27543,1064,106,45,0.099834365,0.042164793
SAM,949870.0,4-3284048,2018,JIM KOCH,27891,1127,78,86,0.06961448,0.076600457
BSX,885725.0,4-2695240,1996,Peter Nicholas,41803,977,80,59,0.082256964,0.059926003
BSX,885725.0,4-2695240,1997,Peter Nicholas,52017,1041,44,42,0.042353072,0.040373382
BSX,885725.0,4-2695240,1998,Jim Tobin,44050,1009,52,44,0.051956064,0.04327331
BSX,885725.0,4-2695240,1999,Jim Tobin,52124,1052,95,72,0.089934595,0.06842432
BSX,885725.0,4-2695240,2000,Jim Tobin,52090,1046,33,81,0.031538812,0.077608905
BSX,885725.0,4-2695240,2001,Jim Tobin,37674,984,50,33,0.050546806,0.033173475
BSX,885725.0,4-2695240,2002,Jim Tobin,45781,1512,70,62,0.046082472,0.040678362
BSX,885725.0,4-2695240,2003,John E. Pepper,42487,1342,97,110,0.071938404,0.081953989
BSX,885725.0,4-2695240,2004,Pete Nicholas,35265,981,38,29,0.038930564,0.02972132
BSX,885725.0,4-2695240,2005,William McConnell,48638,1144,180,38,0.157666677,0.033182841
BSX,885725.0,4-2695240,2006,Jim Tobin,54189,1886,111,42,0.05864027,0.022171048
BSX,885725.0,4-2695240,2007,Jim Tobin,49425,986,51,15,0.051902164,0.015301625
BSX,885725.0,4-2695240,2008,Jim Tobin,32320,1048,126,48,0.120538898,0.045797862
BSX,885725.0,4-2695240,2009,Jim Tobin,51407,1058,60,35,0.056650792,0.033066653
BSX,885725.0,4-2695240,2010,Jim Tobin,41933,929,53,22,0.057242002,0.023172544
BSX,885725.0,4-2695240,2012,Michael F. Mahoney,44191,911,87,44,0.095744909,0.048133717
BSX,885725.0,4-2695240,2015,Michael F. Mahoney,39249,1036,114,33,0.11007246300000001,0.031682356
BSX,885725.0,4-2695240,2016,Michael F. Mahoney,50367,1034,49,87,0.047788675999999995,0.084342753
BSX,885725.0,4-2695240,2017,Michael F. Mahoney,46450,877,123,38,0.140230672,0.043026497000000004
BSX,885725.0,4-2695240,2018,Michael F. Mahoney,51723,1039,43,32,0.041320113,0.031154627
BOX,1372612.0,2-02714444,2016,Aaorn Levie,37683,963,66,93,0.068197705,0.096325403
BOX,1372612.0,2-02714444,2017,Aaorn Levie,42468,855,49,45,0.057684186,0.052414239
BOX,1372612.0,2-02714444,2018,Aaorn Levie,35861,816,91,23,0.111308274,0.028571653
BYD,906553.0,8-80242733,2007,Keith Smith ,28710,1756,72,76,0.041149582000000004,0.043047761
BYD,906553.0,8-80242733,2011,Keith Smith ,34694,1045,64,56,0.061262194000000006,0.053659341
BYD,906553.0,8-80242733,2012,Keith Smith ,44048,968,52,23,0.054216228,0.023664544
BYD,906553.0,8-80242733,2013,Keith Smith ,51984,832,61,26,0.072760037,0.030910086
BYD,906553.0,8-80242733,2014,Keith Smith ,36182,979,32,87,0.033012557000000005,0.08923497
BYD,906553.0,8-80242733,2015,Keith Smith ,29492,796,40,33,0.050770628,0.04194409599999999
BYD,906553.0,8-80242733,2016,Keith Smith ,38356,825,57,26,0.069362177,0.031285566
BYD,906553.0,8-80242733,2017,Keith Smith ,48578,934,40,16,0.042912486,0.017173848999999998
BYD,906553.0,8-80242733,2018,Keith Smith ,53480,918,104,30,0.11381879,0.032951762
BYD,906553.0,8-80242733,2019,Keith Smith ,35849,773,35,32,0.045859632000000004,0.04132851
BRC,746598.0,3-90178960,2001,Katherine M. Hudson ,34276,857,29,45,0.033676241,0.052502015
BRC,746598.0,3-90178960,2002,Katherine M. Hudson ,42010,950,145,83,0.152810223,0.08789142900000001
BRC,746598.0,3-90178960,2003,Frank M. Jaehnert,31084,931,69,76,0.073816534,0.081801113
BRC,746598.0,3-90178960,2004,Frank M. Jaehnert,34056,1082,87,51,0.08040312200000001,0.046810080999999996
BRC,746598.0,3-90178960,2005,Frank M. Jaehnert,38696,999,83,30,0.082853462,0.030421947999999997
BRC,746598.0,3-90178960,2006,Frank M. Jaehnert,43354,946,43,93,0.045504197,0.098113609
BRC,746598.0,3-90178960,2007,Frank M. Jaehnert,32956,924,106,90,0.114592772,0.096950409
BRC,746598.0,3-90178960,2008,Frank M. Jaehnert,36613,957,65,76,0.067454688,0.079444142
BRC,746598.0,3-90178960,2009,Frank M. Jaehnert,39376,931,30,57,0.032437254,0.06086252599999999
BRC,746598.0,3-90178960,2010,Frank M. Jaehnert,39036,969,40,28,0.041207007999999996,0.028957827999999998
BAK,1071438.0,,2006,Bernado Cradin ,47656,1002,167,58,0.166494984,0.057558364
BAK,1071438.0,,2007,Bernado Cradin ,33445,922,54,26,0.05881509,0.028443682
BAK,1071438.0,,2008,Bernado Cradin ,53856,1030,47,29,0.045320044000000004,0.028222962
BAK,1071438.0,,2009,Bernado Cradin ,26474,985,33,27,0.033140459,0.027545177999999997
BAK,1071438.0,,2010,Carlos Fadigas,39700,991,87,77,0.08812589300000001,0.077724453
BAK,1071438.0,,2011,Carlos Fadigas,44050,1142,108,47,0.094588601,0.040990782999999996
BAK,1071438.0,,2012,Carlos Fadigas,28863,817,55,33,0.067877855,0.040092209
BAK,1071438.0,,2013,Carlos Fadigas,46913,1045,73,89,0.06958794900000001,0.08491604300000001
BAK,1071438.0,,2014,Roberto Simoes,38625,1105,59,73,0.053558997000000004,0.065909793
BAK,1071438.0,,2015,Roberto Simoes,27274,831,64,60,0.076418657,0.072767401
BAK,1071438.0,,2017,Roberto Simoes,38143,951,54,20,0.056752615,0.021332246000000003
BRFS,1122491.0,,2009,Lorival Noguerira ,43823,1100,57,28,0.051760695999999995,0.02575941
BRFS,1122491.0,,2010,Lorival Noguerira ,43278,886,46,81,0.052295112000000005,0.09131963
BRFS,1122491.0,,2011,Lorival Noguerira ,30987,985,85,76,0.086566222,0.077564584
BRFS,1122491.0,,2012,Lorival Noguerira ,52856,1041,65,71,0.06269162,0.068490958
BRFS,1122491.0,,2014,Lorival Noguerira ,26314,1074,144,97,0.133682295,0.090045261
BRFS,1122491.0,,2015,Lorival Noguerira ,32831,1045,69,59,0.065983665,0.056482892
BGG,14195.0,3-90182330,2012,Jerry DeFrancisco,40585,1046,56,60,0.05362033,0.057820618
BGG,14195.0,3-90182330,2013,Jerry DeFrancisco,25808,1120,54,31,0.048391877,0.027825677000000004
BGG,14195.0,3-90182330,2014,Jerry DeFrancisco,49832,1794,85,64,0.047457742000000004,0.035675009
BGG,14195.0,3-90182330,2016,Jerry DeFrancisco,28745,1051,38,24,0.036198609,0.023310288
BGG,14195.0,3-90182330,2017,Jerry DeFrancisco,26763,1062,36,30,0.034083656000000004,0.028661213999999997
BGG,14195.0,3-90182330,2018,Jerry DeFrancisco,32627,2241,412,183,0.183726384,0.081725712
EAT,703351.0,7-51914582,2004,Charles M. Sonsteby,31241,1164,42,20,0.035970625,0.01695078
EAT,703351.0,7-51914582,2005,Charles M. Sonsteby,43556,1011,207,53,0.20446615,0.052868686
EAT,703351.0,7-51914582,2006,Charles M. Sonsteby,33577,813,83,23,0.10213779199999999,0.028286471
EAT,703351.0,7-51914582,2007,Charles M. Sonsteby,50967,1098,141,28,0.128022818,0.02515689
EAT,703351.0,7-51914582,2008,Charles M. Sonsteby,44678,1021,86,37,0.08401302699999999,0.036664793
EAT,703351.0,7-51914582,2009,Charles M. Sonsteby,46052,1090,35,49,0.031734765,0.044737389
EAT,703351.0,7-51914582,2010,Charles M. Sonsteby,37160,912,37,17,0.040343372,0.018543163999999997
EAT,703351.0,7-51914582,2011,Doug Brooks,39555,2198,65,207,0.029389031,0.094192156
EAT,703351.0,7-51914582,2012,Doug Brooks,26311,1279,40,63,0.031183318999999998,0.04956725
EAT,703351.0,7-51914582,2013,Doug Brooks,52490,1340,43,93,0.031898654,0.06957166599999999
EAT,703351.0,7-51914582,2014,Doug Brooks,52648,1248,56,55,0.045084914000000004,0.043892805
EAT,703351.0,7-51914582,2015,Doug Brooks,26807,1360,126,39,0.092405241,0.028647295
EAT,703351.0,7-51914582,2016,Doug Brooks,26756,1045,79,70,0.075772098,0.066575962
EAT,703351.0,7-51914582,2017,Doug Brooks,52769,891,62,82,0.069337463,0.091513581
BCO,78890.0,5-41317776,2001,Perry Brinkstarted,45982,996,46,59,0.046161409,0.059669685
BCO,78890.0,5-41317776,2002,Perry Brinkstarted,27187,1123,48,86,0.042814754000000003,0.07642657
BCO,78890.0,5-41317776,2003,Perry Brinkstarted,32640,918,84,24,0.091372249,0.026063307999999997
BCO,78890.0,5-41317776,2004,Perry Brinkstarted,36486,975,50,38,0.051503837999999996,0.039252863
BCO,78890.0,5-41317776,2005,Michael T. Dan,35476,1776,115,118,0.064996445,0.06670187799999999
BCO,78890.0,5-41317776,2006,Edward A. Cunningham,33663,753,57,17,0.076105193,0.022500231000000002
BCO,78890.0,5-41317776,2007,Edward A. Cunningham,38639,807,26,33,0.032405635,0.040951827
BMY,14272.0,2-20790350,2003,Mead Johnsonto,33759,1666,55,54,0.033213637000000004,0.032165754
BMY,14272.0,2-20790350,2004,R. Dolan,41687,909,52,54,0.057644245,0.05920704
BMY,14272.0,2-20790350,2005,J. Reyataz,46279,917,54,30,0.058667712999999996,0.032825457
BMY,14272.0,2-20790350,2006,Nicole Dalton,53040,978,87,95,0.088599359,0.09665924599999999
BMY,14272.0,2-20790350,2007,Nicole Dalton,49547,1130,163,67,0.144454264,0.059317198
BMY,14272.0,2-20790350,2008,John Frank ,40944,1083,56,25,0.051975472,0.022726822999999997
BMY,14272.0,2-20790350,2009,John Frank ,41488,1084,61,18,0.055857234000000006,0.016270753
BMY,14272.0,2-20790350,2010,John Frank ,39307,974,80,81,0.08229652700000001,0.083436335
BMY,14272.0,2-20790350,2011,John Frank ,39826,1020,149,18,0.146382429,0.01747676
BMY,14272.0,2-20790350,2012,John Frank ,36402,1035,37,77,0.035373756,0.074716282
BMY,14272.0,2-20790350,2013,Lamberto Andreotti,34763,942,35,58,0.036823348,0.061176180999999996
BMY,14272.0,2-20790350,2014,Lamberto Andreotti,36411,885,43,54,0.048274422000000004,0.060633912000000005
BMY,14272.0,2-20790350,2015,Lamberto Andreotti,32027,1009,60,35,0.059741105,0.034771084
BMY,14272.0,2-20790350,2016,Lamberto Andreotti,28835,1024,98,70,0.095339639,0.068175055
BMY,14272.0,2-20790350,2017,Giovanni Caforio,29581,840,84,20,0.099906046,0.024141347999999997
BMY,14272.0,2-20790350,2018,Giovanni Caforio,27384,874,95,34,0.108828504,0.039456404
BMY,14272.0,2-20790350,2019,Giovanni Caforio,33111,1701,138,107,0.08091079799999999,0.062963223
BRS,73887.0,72-0679819,2006,Johnathan E. Baliff ,35582,958,44,87,0.0455481,0.09131984300000001
BRS,73887.0,72-0679820,2007,Johnathan E. Baliff ,46963,815,63,42,0.077461461,0.05113269
BRS,73887.0,72-0679821,2008,Johnathan E. Baliff ,49500,893,52,29,0.058268111,0.032502727
BRS,73887.0,72-0679822,2009,Johnathan E. Baliff ,51531,1247,69,118,0.055635975,0.09484010400000001
BRS,73887.0,72-0679823,2010,Johnathan E. Baliff ,47279,928,33,67,0.035796888,0.07193311
BRS,73887.0,72-0679824,2011,Johnathan E. Baliff ,46138,1921,68,91,0.035360622,0.047623995999999995
BRS,73887.0,72-0679825,2012,Johnathan E. Baliff ,46133,1103,43,71,0.038907946,0.064586518
BRS,73887.0,72-0679826,2013,Johnathan E. Baliff ,50082,1108,124,17,0.111937938,0.015150723
BRS,73887.0,72-0679827,2014,Johnathan E. Baliff ,75455,2220,185,134,0.083529748,0.060157032
BRS,73887.0,72-0679828,2015,Johnathan E. Baliff ,26165,2402,198,190,0.082315742,0.07899790799999999
BRS,73887.0,72-0679829,2016,Johnathan E. Baliff ,53282,931,30,79,0.032690386,0.08474125
BRS,73887.0,72-0679830,2017,Johnathan E. Baliff ,52547,790,61,39,0.077511999,0.049130194
BRS,73887.0,72-0679831,2018,Thomas A. Amonett,60698,1103,53,97,0.048332724,0.087674031
BKD,1332349.0,2-03068069,2005,W.E. Sheriff,52019,857,48,17,0.055764062,0.019973327
BKD,1332349.0,2-03068069,2006,W.E. Sheriff,45521,1086,55,102,0.050456689000000006,0.093878755
BKD,1332349.0,2-03068069,2007,W.E. Sheriff,42723,975,44,53,0.044818570999999995,0.054367665
BKD,1332349.0,2-03068069,2008,W.E. Sheriff,44805,1057,46,33,0.043266297,0.031062325
BKD,1332349.0,2-03068069,2009,W.E. Sheriff,43989,1084,97,65,0.089186551,0.059514755
BKD,1332349.0,2-03068069,2010,W.E. Sheriff,41787,1244,94,53,0.07550585900000001,0.042894385
BKD,1332349.0,2-03068069,2011,W.E. Sheriff,45824,1069,42,71,0.039473272999999996,0.06658486400000001
BKD,1332349.0,2-03068069,2012,W.E. Sheriff,46272,1076,73,71,0.067468809,0.06588430099999999
BKD,1332349.0,2-03068069,2013,W.E. Sheriff,53356,1154,214,56,0.18575319699999998,0.04828062
BKD,1332349.0,2-03068069,2014,W.E. Sheriff,50835,1201,115,92,0.096095938,0.07687374799999999
BKD,1332349.0,2-03068069,2016,T. Andrew Smith,57717,1184,86,37,0.072588606,0.031289347
BKD,1332349.0,2-03068069,2017,T. Andrew Smith,53413,943,29,15,0.031157083,0.016192763
BIP,1406234.0,001-33632,2016,Sam Pollock,57310,1134,108,51,0.095229626,0.044703858
BC,14930.0,3-60848180,2006,Mark D. Schwabero,33784,944,41,14,0.042951462999999995,0.01456728
BC,14930.0,3-60848180,2007,Mark D. Schwabero,32901,980,65,26,0.065848818,0.026712882
BC,14930.0,3-60848180,2008,Mark D. Schwabero,36191,976,96,44,0.098287181,0.045252543
BC,14930.0,3-60848180,2009,Mark D. Schwabero,40745,831,73,12,0.087511719,0.014697765
BC,14930.0,3-60848180,2010,Mark D. Schwabero,41036,995,105,67,0.10571094199999999,0.067570902
BC,14930.0,3-60848180,2011,Mark D. Schwabero,38276,896,73,18,0.081101282,0.019973327
BC,14930.0,3-60848180,2013,Mark D. Schwabero,36635,975,31,92,0.031734765,0.09420146
BC,14930.0,3-60848180,2014,Mark D. Schwabero,37412,915,81,35,0.08824882199999999,0.038264819
BC,14930.0,3-60848180,2015,Mark D. Schwabero,35311,944,85,77,0.08952858,0.08176172400000001
BC,14930.0,3-60848180,2016,Mark D. Schwabero,33055,1062,96,76,0.090095816,0.07166086599999999
BC,14930.0,3-60848180,2017,D. Schwabero,33877,963,56,94,0.058202205,0.098113609
BC,14930.0,3-60848180,2018,David Lowe,37885,1093,98,29,0.089898793,0.026459896
BBW,1113809.0,4-31883836,2004,Mary Lou Fiala,30034,1072,103,53,0.09564253199999999,0.049095297999999996
BBW,1113809.0,4-31883836,2005,Maxine Clark,25662,1026,34,66,0.033608054,0.06418336200000001
BBW,1113809.0,4-31883836,2006,Lou Fiala,40993,1067,129,93,0.12124815300000001,0.086736431
BBW,1113809.0,4-31883836,2007,Maxine Clark,54923,970,70,17,0.072052523,0.017609707
BBW,1113809.0,4-31883836,2008,Maxine Clark,39861,2423,297,42,0.12263286699999999,0.017184016
BBW,1113809.0,4-31883836,2009,Maxine Clark,40003,1004,64,42,0.063906891,0.041749266
BBW,1113809.0,4-31883836,2010,Mary Lou Fiala,46827,1080,97,46,0.090108315,0.042694104000000004
BBW,1113809.0,4-31883836,2011,Lou Fiala,43866,2128,96,81,0.045019427,0.038057978
BBW,1113809.0,4-31883836,2012,Mary Lou Fiala,36468,2071,178,38,0.08589225800000001,0.018519347
BBW,1113809.0,4-31883836,2013,Mary Lou Fiala,25321,820,49,29,0.059268133,0.035426655
BBW,1113809.0,4-31883836,2014,Mary Lou Fiala,25517,1164,175,104,0.150666655,0.089164819
BBW,1113809.0,4-31883836,2015,James Gould,25443,854,36,82,0.042221395999999994,0.095661817
BBW,1113809.0,4-31883836,2016,James Gould,26059,942,79,72,0.08393071199999999,0.076624804
BG,1144519.0,0-00000000,2001,Ludwig Schmitt Rhaden,36245,1102,60,105,0.054731897,0.09503945800000001
BG,1144519.0,0-00000000,2002,Ludwig Schmitt Rhaden,48926,787,91,71,0.11580168,0.08981224
BG,1144519.0,0-00000000,2003,John Klein,47889,1270,53,52,0.041708324,0.040948356
BG,1144519.0,0-00000000,2004,John Klein,25218,993,46,18,0.04618657,0.01785152
BG,1144519.0,0-00000000,2005,Alberto Weisser,38481,1344,158,67,0.117578228,0.049816069000000004
BG,1144519.0,0-00000000,2006,Alberto Weisser,46368,887,42,73,0.047041476,0.082451476
BG,1144519.0,0-00000000,2007,Alberto Weisser,43801,1101,63,55,0.057103834000000006,0.049524965
BG,1144519.0,0-00000000,2008,Alberto Weisser,46084,1165,110,27,0.094018749,0.023272831
BG,1144519.0,0-00000000,2009,Alberto Weisser,29598,986,50,17,0.050253367,0.017260285
BG,1144519.0,0-00000000,2012,Soren Schroder,39749,1654,245,131,0.148233494,0.079477865
BG,1144519.0,0-00000000,2013,Soren Schroder,36816,1228,100,88,0.081801012,0.071906017
BG,1144519.0,0-00000000,2014,Soren Schroder,41879,1064,80,37,0.074844752,0.034852098
BG,1144519.0,0-00000000,2015,Soren Schroder,38959,1053,55,45,0.052150296,0.043191124000000004
BG,1144519.0,0-00000000,2016,Thomas Boehlert,39606,1249,44,97,0.035303752,0.07754649599999999
BG,1144519.0,0-00000000,2017,Deborah Borg,40365,1129,137,58,0.1213519,0.051163880999999994
BG,1144519.0,0-00000000,2019,Greg Heckman ,39824,1088,33,25,0.030305339,0.022959264
BWXT,1486957.0,8-00558025,2012,James Ferland,40001,863,71,50,0.082521835,0.057820618
BWXT,1486957.0,8-00558025,2013,E. James Ferland,49295,975,50,80,0.051617334,0.082146892
BWXT,1486957.0,8-00558025,2014,John A. Fees,44083,936,108,77,0.11523099699999999,0.08221517
BWXT,1486957.0,8-00558025,2015,John MacQuarrie,50984,968,87,95,0.08986900199999999,0.097782824
BWXT,1486957.0,8-00558025,2016,John MacQuarrie,43082,829,25,46,0.030182888999999997,0.055578839000000005
BWXT,1486957.0,8-00558025,2017,John MacQuarrie,40123,913,34,16,0.036888122,0.017013735
BWXT,1486957.0,8-00558025,2018,Rex D. Geveden,39041,947,32,24,0.033550013999999996,0.025501852000000002
TAM,1547063.0,45-4031468,2004,Laurent Lenor,35069,988,72,80,0.073361098,0.081391695
TAM,1547063.0,45-4031469,2005,Laurent Lenor,46085,771,32,26,0.042128843,0.033949107
TAM,1547063.0,45-4031470,2006,Laurent Lenor,41688,925,36,24,0.039325134,0.02592833
TAM,1547063.0,45-4031471,2007,Laurent Lenor,46497,941,71,22,0.075431829,0.023787157000000003
TAM,1547063.0,45-4031472,2008,Laurent Lenor,67295,2117,100,51,0.047256458,0.024070987000000002
TAM,1547063.0,45-4031473,2009,Laurent Lenor,28359,968,34,37,0.034681237000000004,0.038722708
TAM,1547063.0,45-4031474,2010,Laurent Lenor,28619,880,48,19,0.055002193,0.022095697
TAM,1547063.0,45-4031475,2011,Laurent Lenor,33642,1113,61,84,0.055169077000000004,0.075249203
TAM,1547063.0,45-4031476,2012,Laurent Lenor,34756,908,54,37,0.059790575,0.041092641
TAM,1547063.0,45-4031477,2013,Laurent Lenor,79645,1085,186,46,0.171854382,0.04244341
TAM,1547063.0,45-4031478,2014,Mark Costa,34073,990,61,89,0.062109707,0.09003253900000001
TAM,1547063.0,45-4031479,2015,Mark Costa,75823,988,36,57,0.036676419,0.05815636
TAM,1547063.0,45-4031480,2016,Mark Costa,32735,1864,300,134,0.161081909,0.07193311
TAM,1547063.0,45-4031481,2017,Mark Costa,26904,932,44,42,0.047139202000000005,0.044570435
TAM,1547063.0,45-4031482,2018,Mark Costa,28973,1006,117,27,0.116639301,0.02698778
TAM,1547063.0,45-4031483,2019,Mark Costa,33616,949,80,24,0.084468882,0.025762588
TEX,97216.0,3-41531521,2008,RONALD M. DEFEO,25367,980,51,21,0.05175528,0.021498242999999997
TEX,97216.0,3-41531521,2009,Charles O'Wash,53176,916,121,52,0.131752454,0.056732475
TEX,97216.0,3-41531521,2014,Charles O'Wash,39391,945,30,61,0.03204654,0.06487265099999999
TEX,97216.0,3-41531521,2015,Charles O'Wash,31816,992,88,71,0.088333903,0.071206465
TEX,97216.0,3-41531521,2016,John L. Garrison,42432,923,55,72,0.059057233,0.077597518
TEX,97216.0,3-41531521,2017,John L. Garrison,47492,958,69,63,0.072396331,0.06545006099999999
TEX,97216.0,3-41531521,2018,John L. Garrison,38909,988,63,36,0.063873815,0.036354164
TXT,217346.0,5-0315468,1999,Flint Jacobsen,39015,1472,112,46,0.076418657,0.030923693
TXT,217346.0,5-0315468,2000,Flint Jacobsen,54732,902,42,17,0.046559271,0.018300856
TXT,217346.0,5-0315468,2001,Flint Jacobsen,45249,1087,73,105,0.067253279,0.096255329
TXT,217346.0,5-0315468,2003,Michael Greenlee,49577,930,139,20,0.14966421800000002,0.021850757000000002
TXT,217346.0,5-0315468,2004,Michael Greenlee,28536,950,38,33,0.039527884,0.034223616
TXT,217346.0,5-0315468,2005,Michael Greenlee,31547,1022,50,22,0.049056052,0.021932168999999998
TXT,217346.0,5-0315468,2006,Michael Greenlee,31421,1699,151,170,0.08862773800000001,0.09995701
TXT,217346.0,5-0315468,2007,Jesse Arnelle,37151,2217,169,180,0.076282944,0.08107855900000001
TXT,217346.0,5-0315468,2008,Scott Donnelly,42795,898,49,31,0.05441504,0.033991726
TXT,217346.0,5-0315468,2009,J. Pelton,41533,924,68,79,0.073804565,0.08578920599999999
TXT,217346.0,5-0315468,2010,Bell Garrett,28883,912,57,57,0.063005618,0.062253499999999996
TXT,217346.0,5-0315468,2016,Scott C. Donnelly,30704,2252,365,85,0.161873792,0.037624271
TXT,217346.0,5-0315468,2017,Scott C. Donnelly,31323,888,28,29,0.031260623,0.032375778
TXT,217346.0,5-0315468,2018,Scott C. Donnelly,32505,990,126,57,0.12679675699999998,0.057997438
TXT,217346.0,5-0315468,2019,Scott C. Donnelly,32135,1197,99,67,0.082513016,0.056164719
THO,730263.0,9-30768752,2000,F. B. Thompson,39176,859,29,21,0.033668727,0.024606384
THO,730263.0,9-30768752,2001,Warren Buffett.This,39011,879,61,20,0.068939381,0.023285165
THO,730263.0,9-30768752,2002,Peter B.Orthwein,47257,878,41,31,0.046458532000000004,0.035570702999999995
THO,730263.0,9-30768752,2003,Peter B.Orthwein,50339,891,84,16,0.09388665,0.018219025
THO,730263.0,9-30768752,2004,Peter B.Orthwein,49722,983,90,42,0.09115036,0.042894385
THO,730263.0,9-30768752,2005,Peter B.Orthwein,45656,797,70,18,0.088126872,0.02242455
THO,730263.0,9-30768752,2006,Wade F.B. Thompson,28762,999,79,54,0.078969712,0.054533161
THO,730263.0,9-30768752,2007,Wade F.B. Thompson,33538,951,79,47,0.082553844,0.049108239000000005
THO,730263.0,9-30768752,2008,Wade F.B. Thompson,36137,841,139,25,0.165695932,0.029550802999999997
THO,730263.0,9-30768752,2009,Wade F.B. Thompson,47430,1192,83,39,0.069753491,0.033106817000000004
THO,730263.0,9-30768752,2013,Bob Martin,26504,934,88,49,0.094018749,0.05192921599999999
THO,730263.0,9-30768752,2015,Bob Martin,28813,1068,95,30,0.08918330000000001,0.028557354
THO,730263.0,9-30768752,2016,Bob Martin,30216,1117,98,62,0.087560266,0.055786789
THO,730263.0,9-30768752,2017,Bob Martin,28607,1214,35,26,0.0289988,0.021020014
THO,730263.0,9-30768752,2018,Bob Martin,25649,1054,114,53,0.107980561,0.050032226
THO,730263.0,9-30768752,2019,Bob Martin,31512,1010,83,29,0.08238910099999999,0.028565614
TDW,98222.0,7-20487776,2001,Lester Pollack,33845,919,49,65,0.053091379,0.070695962
TDW,98222.0,7-20487776,2002,Lester Pollack,48206,1179,53,99,0.044994735999999994,0.083796037
TDW,98222.0,7-20487776,2003,Lester Pollack,38261,1309,143,20,0.109315138,0.015121138999999999
TDW,98222.0,7-20487776,2005,Bill O'Malley,39118,879,28,25,0.031625352999999995,0.028495184
TDW,98222.0,7-20487776,2006,Bill O'Malley,29161,802,64,71,0.07953150099999999,0.08833175199999999
TDW,98222.0,7-20487776,2007,Dean E. Taylor,32467,777,81,31,0.104130128,0.039676786
TDW,98222.0,7-20487776,2008,Dean E. Taylor,33452,968,40,20,0.040859914,0.020686128999999998
TDW,98222.0,7-20487776,2009,Bill Tolland,42703,945,59,26,0.062805042,0.027355397000000004
TDW,98222.0,7-20487776,2010,Bill Tolland,42703,911,61,78,0.067228053,0.085106451
TDW,98222.0,7-20487776,2011,Damon Bankston,46032,891,52,40,0.058202205,0.045099279000000006
TDW,98222.0,7-20487776,2012,Damon Bankston,51159,875,50,19,0.057586047,0.021906832
TDW,98222.0,7-20487776,2013,Damon Bankston,50398,897,39,33,0.044020803,0.036511625
